review,rating
"He's definitely pretty bad as far as this class goes but I do feel most people are extra whiny when it comes to his class. Yes, he is a subpar lecturer in terms of his depth of knowledge on the topics and he usually goes to Justin's lecture and would attempt to replicate everything Justin did in his class but unsuccessfully. Yes, his exams are wildly inconsistent and generally more difficult than Justins (who's aren't, let's be real) who he co-taught with. However, part of the difficulty of the exams are because the HW's are all Justin's style and they don't prepare you for Max style exams. Now idk if this is his fault and if he even has the ability to interject and make sweeping changes to something like the HW but if the HW's were a little more theoretical than his exams would be easier. I had him for 250 and that class was a lot easier and smooth because you could usually redo the homework's for good exam practice. And of course, most people will cry about the infamous leetcode question that appeared on exam 1. There was enough outrage that the question ended up getting curved off and any points you got from it would be bonus points. His exams in general are very theoretical and don't allow you to rely on memorizing patterns of algorithms, unlike Justin who like any math teacher will simply change the numbers and give you the exact same problem again for an exam. I feel as though part of the issues are just the class structure because Max was fine for 250 when he could do everything his way. Frankly most professors will seem terrible when they have to stand next to Justin and teach the same class so it's not all his fault but still, he has his issues and I'd recommend to avoid",1
Greatest of all time.,4
Did not clarify an entire approach to an algorithm the day before the final exam. Take the other professor!,0
"Took this class in Fall 2023 and it's one of my favorite CS classes I've taken. Prior to this class I had no experience in Data Science, Machine Learning, or even Python. I think a lot of the negative reviews are because Max isn't a conventional teacher, which is understandable if that's what you're looking for. However, if you believe this is a subject that you might be interested in, then I think Max is the perfect teacher for it. Compared to Fardina's class, Max was much less concerned with the math and specific details behind many of the topics we learned. What he cared about what your conceptual understanding of the topics and how you would apply them to real applications like a true data scientists would. It's certainly hard to break out of the traditional test taking mindset, however I found that the projects were a great way to learn how to apply the topics.

TLDR: Unconventional teaching style in a good way, but if you have no desire to learn data science, do not take him.",4
"The ""coteaching"" was nonexistent, but I don't think that was bad. Max teaches you a much more intuition-based course than Justin, and consequently, it's much harder to study for, which people complain about. The only thing they shared was homework, and because Max teaches differently than Justin, this certainly led to issues and reading Justin's notes to understand a question.

Other than that, I enjoyed his class. The exams were fair but difficult, and it felt like they tested my knowledge rather than inane details of the algorithms. Overall, I think Max's class is more useful in the long term because you will remember most of what he taught you, as they are vibes rather than precise answers.

Also, the Piazza was great (shoutout to Elizabeth and her quick answers).",3
"Do not take Max if you can. This semester was co-taught with Justin. Sounds good, right? Well Max uses Justin's lecture notes which is fine - even if he always (and I mean always) made some mistakes in lecture. We also used Justin's homeworks, so everything seems to be great, right? Well in this class where the exams make up pretty much your entire grade, for some reason Max has decided that this is the one part of the course he wants to be original with. We get next to no preparation on the exams because all our homeworks are Justin's homeworks and while Justin generously gives his students previous semester exams to go back on and study with solutions attached, Max gave out nothing for the first exam, one practice with no solutions for exam 2 and 3, and only a review sheet for the final. It's not that I think Justin should scale back or that I'm not grateful that Max gave out at least something. It's the fact that Max's teaching does not prepare you for his exams. We learned additional topics and a different algorithm for Floyd's than Justin's class, yet the homeworks did not cover this because we were taking Justin's homeworks, and Max only uploads like half of his lecture notes for some reason. Not that his lecture notes help that much in the first place, when I look at his lecture notes I have to go and cross-reference Justin's notes if I can because Max teaches from Justin's notes most the time, yet his notes do not have in mind the fact that 90% of the things he writes is lost when reviewing them outside of lecture. I do not understand why Max insists on co-teaching with Justin just to give unique exams.

Max could've improved by realizing that it was probably detrimental to his students in create a separate exam from Justin for this semester at least. At the very least he could've put more effort into mirroring the amount of review material Justin gives, but I guess Max can do whatever he wants since at the end of the day, it is still his class. Even on the final exam Justin was very organized and gave his class the exact topics and weightings of said final exam questions, while Max on piazza said that the exam questions were ""chosen from a grab bag of the topics we've covered."" and that's pretty much all that we were given. 

I highly suggest you avoid this class with Max at all costs, or at least until Max shows improvement in understanding how to build good exams and prepare his students to excel on the exams instead of creating obscure exam questions which he thinks are interesting and expects us to do during a timed test. If you end up taking this class with Max, you will only be having a harder time. For people who do end up taking this class, whether by choice or by force, please be nice on Piazza, especially to the TA's. The TA's were here to help us do well and tried their best (remember that they are also students), yet they ended up taking most of the criticism this semester. The TA's already relayed the criticisms to the Professors, so reiterating the same critiques to the TA's did nothing and just caused more frustrations on their end. This also ended up cross contaminating with the 330 piazza which is just ultimately not ok. Max seemed to be very stubborn with how he taught the course so just save the TA's (and your time since complaining on piazza resulted in 0 change) some time and email the professor or talk to them on OH if you can.",0
"I honestly think he's quite a decent professor. He makes sure that you 'understand' and not memorize. Obviously the gears didn't perfectly align as he co-taught this course with Justin and some misalignment was bound to happen. But other than that, fair exams, fair homework, and fair lectures.",3
"you don't have to actually go to class. read the justin notes and then go to his class for the review sessions. he actually hands out the questions at the review sessions. learn the material well - not just surface well, actually know how everything works. AND PLEASE GO TO THE REVIEW SESSIONS. you will most likely get at least a B by just paying attention and understanding everything that he talks about in the review session.",4
Class is so disorganized and he makes his exams harder for zero reason. Avoid taking him,0
"Took him S24, when he co-taught with Justin.

So here’s the deal:
Max is nice, and he’s a decent lecturer. TAs being rough graders probably happens every semester, and it sucked

However:
- His exams have been wildly inconsistent in question style and point distribution, but overall the questions were weirdly phrased and not the kind we dealt with on the HW. The rubrics for the questions were not student-friendly. Be prepared to argue on gradescope.
- He almost got every ADS student’s final cancelled because he forgot to confirm it on time, which led to all of us scrambling over the weekend. He also once submitted an exam so late that ADS printed the previous exam and had to delay our testing by half an hour to get the right one.
- The material didn’t line up with what his co-prof taught, he didn’t record, and his notes were worthless. 

TLDR: funny and a good person, decent lecturer, but not good at the other aspects of being a professor.",2
"His lectures are mid but the complaining is overblown. It just looks bad when he's being compared to Justin, but I would highly advise attending Justin's lectures instead if he's coteaching, because his teaching is hard to follow and the notes he releases are really confusing.",2
"Max's lectures and notes often feel messy and incomplete in comparison to Justin's. I started off going to his lectures, and for simple topics, his lectures suffice. But for exams and most of the course material, you have to rely on Justin. My biggest grievance was like most students: from what I've gathered Max's exams were disproportionately harder than Justin's. I understand that most classes have professors who do things completely differently, but when you establish that you're co-teaching with him, I expect similarities whether it comes to exam difficulty, the method of the algorithms, notes, etc. He really wants you to understand the content on a deep level which I appreciate, but the exams punish you if you can't, and since this class is co-taught, it is kind of frustrating to hear when the neighboring professor's students are getting easier A's. Regardless though, a B and above is possible if you really grind so don't be discouraged if you're stuck with him.",1
"Warning: If you're looking at Spring 2024 semester reviews, you're gonna get a lot of bootlickers and people giving dramatic one-star reviews. Unfortunately they became very very vocal during the semester on Piazza and took over the entire class. So be aware when people are going overboard criticizing or praising Max.

Some people may not like his personality (not sure how to describe it, it can come off a little cocky), but he's a nice person. The issue is that his class is run like a disaster. Class notes don't get posted for months and they're fairly nonsensical to follow. He clearly makes no effort to prepare for lectures ahead of time; he made a ton of mistakes that caused lectures to contradict each other and cause a bunch of confusion unnecessarily. To add insult to injury, his UNDERGRADUATE teaching assistant taught better than him when he was absent. There were also some serious incidents involving TAs that got swept under the rug. Two TAs were straight up shit-talking students vocally and there were no repercussions except a ""hey, don't talk about that in office hours"" from him. The exams asked very vague questions that contradicted lecture material sometimes and oftentimes had multiple possible answers, but only one deemed correct. He also asked some questions about developing algorithms to solve problems. If we're going to get questions like that on exams, homework assignments or lectures should build those skills, as this is an analysis of algorithms course and it's not the main focus.

Max has his fans—I think it's great that he tries to build a community with interested students in such a large school. But I think he's emblematic of this UMD CS' institutional failures to provide consistent, quality instruction to undergraduates. That any instructor can exhibit such seemingly acute indifference to the material and helping students succeed is a total embarrassment to this university's claims of supposed high rankings and talented, accessible faculty.",1
"People will complain about the leetcode question, but his issue was missing lectures in key parts of the semester. Specifically, the last week of school. In a time where student seek last minute help or exam logistics, he went ghost. Lectures were watered down Justin lectures that lacked clarity.",0
"I don't get all the complaining. Sure he ain't the best professor in the world and some of tests were a little odd, but not expecting to actually do an algorithm is wild. All these kids complaining are mad they couldn't figure out a question on exam 1 where the answer was just the Fibonacci sequence! It's an algorithms class!",3
"Steer clear from him if possible. He doesn't teach very well (he ended multiple lectures with ""I don't think I taught that right"", told us he tried to do the homework and couldn't, and frequently skips problems mid way through because he can't complete them.) His exams are to ""show mastery of a topic"" but he himself barely scratches the surface while teaching. He doesn't give adequate practice material. He also has a terrible ego.",0
"Max is really disorganized and inexperienced as a lecturer. He frequently makes mistakes during lectures and seemingly doesn’t care about/understand 351 material as well as you’d expect. This makes the class significantly harder than it has to be, so I’d recommend relying on outside sources (such as Justin’s notes for 351) to learn the material. On the plus side, he is one of the more entertaining CS lecturers, his exams actually rely on applying the theory you have learned rather than memorization (some people don’t like this), and he is willing to take feedback. I’d recommend taking a different professor for most classes, but given that he has consistently improved over the two classes I’ve taken with him, he could be much better in the future.",2
"Ignore all these 1 star reviews, they’re probably the students that were complaining and causing drama in the course Piazza. Max is a great guy that is more personable than almost all the rest of the CS professors combined, with great knowledge about the course topics to boot. 

Sure, his class wasn’t even 40% as organized as Justin’s class, but what the people in this review section fail to realize is that Max and Justin’s exam averages were pretty similar, Justin’s averages being only 2% higher at most. The only discrepancy in this is exam 3, where which there was an 8% difference in averages, but I feel that Max recognized this and made the final exam a bit easier and more fair to compensate. Most of these reviews are complaining about a singular Leetcode problem on the first exam, which, in all regards, was unfair, but after that point, he swore to not include any more of those types of questions, or even pseudocode questions for that matter.

Max’s exams are different, in the sense that they test a lot on how well you can dissect a concept and see if you really understand it, which I think is a much better way of getting students to learn the content, as opposed to mindlessly doing problems as quickly and efficiently as possible. The people that leave reviews complaining about this are missing the point of his exams as a whole.",3
"steer SO fucking far away from this professor. like i mean run the other way if he even walks by you. this man is geniunely the laziest, sleaziest, worst lecturer ever. In my history of being in this university, this is the worst worst worst lecturer by far I have seen and it does not even come close. Cant even make his own homework and you have to do justins homeworks although justin has a completely different question style so his homeworks do not prepare you for the exams whatsoever(the first time you are exposed to his question style is in the exams, how lovely). LITERALLY IF YOU CANT GET ANY OTHER PROFESSOR BUT YOU HAVE TO TAKE HIM THEN DONT TAKE THE CLASS, JUST CALL IT AN L AND TAKE THE CLASS NEXT SEMESTER WITH A DIFFERENT PROFESSOR. i dont know how this man is allowed to work in any institution, hes not a professor hes a JOKE. he deserves -5 stars but unfortunately this isnt an option on planetterp.",0
"He doesn't show up to lectures lots of times for unknown reasons and even if he does, he has screwed up many times to the point of confusion. Also doesn't teach content thoroughly enough for his unreasonably difficult exams. I have put a lot of effort into this class and still felt like I fell entirely behind in his exams. For the final, he taught a different algorithm method from Justin, whom he was supposed to CO-TEACH with, as well as added multiple different algorithms from Justin. At that point, bro didn't even co-teach, and he made this decision in the middle of the semester which was very stressful. I am very grateful for the TAs in this class: I don't think I could've passed without them, but I can't help but think that the TAs in this class would be less stressed if Max was more organized. He's also lowkey annoying and arrogant.
If there was one good thing, it's nice that he put an emphasis on the conceptual aspect of this class, but this barely trumps all his downsides.",0
"He is a pretty unexperienced funny lecturer. Max took all the material from the main lecturer (Justin) and then proceeded to explain it in the way that he wanted, which was kind of sloppy at times. For instance, he would end class early because he considered there was nothing else to talk about (even though Justin's notes contained more material), he would have one of the worst handwriting I've ever seen, which did not make things easier (no offense), and he would run out of battery on his iPad in multiple occasions, interrupting the flow of the class. He would also talk about hypothetical scenarios in algorithms that he would just love to put on his exams, which ended up being more ambiguous than Justin's, leading to a lower average in every single one of his exams. The Piazza went crazy multiple times just because of his methods and the kind of questions that he would put on his exams.
Now, from a personal perspective, this was one of the hardest CS classes that I've taken. I just felt that no matter how much I studied for each exam, there would just be this set of questions that you would just not be prepared for, which was really frustrating. You would have the same homeworks as Justin's section, which saved my grade because I did really well on those, but they barely correlate with what you need to be prepared for in the exams (Which is 83% of your grade!!!). I ended up just barely passing the class despite having solid A's and B's in all my other classes and allocating significantly more time to this class.
This professor was just not for me, and I really tried to be as objective as possible here, as I see a lot of the reviews are just so emotionally charged.",1
"His exams are fairish (they are a lot more conceptual than other exams so you cannot just memorize the algorithm and do well, need to think), but only take the class with him if you know you can learn the material on your own. Bad lecturer and he seems like a friendly person, but you will eventually realize its a facade. Things to take note of that happened with him this semester: impossible question on the makeup for exam 1s (seemed like something went wrong in their exam making process, so prob won't happen again, but still good to know), often told students to go to the other professor's lecture if they didn't enjoy his, would mostly learn most of the stuff he was teaching during class (this wasn't as bad as it was in 250), not very passionate for the material. He did make some improvements since when he taught CMSC250, but still not good. I learned more from Justin's notes than his lectures. Honestly if he wasn't a bad lecturer and very arrogant/egotistical then I would've probably given him a high rating. I liked his exams.",0
"Don't listen to the reviews down below, people are over exaggerating how bad Max is. In actual honesty, max on the outside may be seen as tough due to the nature of the problems he gives on the exam, but on the inside, he's someone who deeply cares about making sure you truly understand the material taught in class by asking you questions which requires you to think deeply about the properties of the algos we learned in class. In terms of my performance, I skipped a lot of classes and procrastinated last minute for majority of the class so that didn't help in terms of my grade but I currently dont know there is a curve so my grade could be higher. However, in terms of teaching he's decent for the most part except for the fact that he basically banks of Justin's lectures/HWs. In terms of exams, the content was split into 40 - 50 percent ""Justin"" style problems which is just performing the algo such as run one iteration of quick sort, run prims, etc which are basically free points and the rest were conceptual problems which test how well you actually understand the algos. Overall, Max is fine and definitely not as bad as people make him out to be and if I wasn't a major dumbass, I could've done better overall.",3
"Don't listen to the reviews down below, people are over exaggerating how bad Max is. In actual honesty, max on the outside may be seen as tough due to the nature of the problems he gives on the exam, but on the inside, he's someone who deeply cares about making sure you truly understand the material taught in class by asking you questions which requires you to think deeply about the properties of the algos we learned in class. In terms of my performance, I skipped a lot of classes and procrastinated at the last minute for the majority of the class so that didn't help in terms of my grade but I currently don't know there is a curve so my grade could be higher. However, in terms of teaching he's decent for the most part except for the fact that he basically banks on Justin's lectures/HWs. In terms of exams, the content was split into 40 - 50 percent ""Justin'' style problems which are just performing the algo such as run one iteration of quick sort, run prims, etc which are basically free points and the rest were conceptual problems which test how well you actually understand the algos. Overall, Max is fine and definitely not as bad as people make him out to be and if I wasn't a major dumbass, I could've done better overall.",3
Made 351 so easy. Love this guy,4
"A class of all time.

As the below reviews have already said, his teaching is basically him reading off of Justin's notes (not it). His tests are well ... interesting? They're definitely the most unique tests I've ever seen and are way more conceptual. People did get very annoyed at his first test due to a certain question, and he changed his future tests to account for that. Still, I found the class, in general, to just be so stressful due to the fact that the tests are 5/6 of your grade. He is sometimes funny during lectures, but also half the time it comes off as sorta egoish (as the below reviews also say).",1
"Beautifully chaotic class. Lectures aren't too great for learning and is honestly more worth to study off of Justin's op notes, but I will say Max's lectures have a very inclusive feel with his quirky and funny personality. Records lectures but you need to email him for it to promote more people coming to class.

This semester, despite co-teaching Justin's class, Max decided to do his own thing. This includes straight up teaching a few different material  than Justin, even teaching one concept his own way that is required for the exam, and creating completely different exams which were noticably more difficult to study for. His first exam had a leetcode problem that was told in advance to only those attending his lectures, his second one had a large proportion of your grade in a few mc questions, and his third one was half straightforward do the algorithm types of questions while the other half were difficult conceptual questions. The third exams format was the same style as the final, which was really well written in a way that actually makes you think.

Tldr: Take this class if you are low-key a masochist and like more challenging exams that are less on regurgitating info and more conceptual thinking.",2
"He's not the most organized lecturer but he cares more about your understanding of the material than your memorization of trivial items. I really liked his exams because in order to do well on them, you had to actually fully understand the material, and not just regurgitate a formula memorized in class. The leetcode question that other people are referring to is a question Max gave us very fair warning about (he basically told us it would be a DP leetcode easy) of which there are only a few. So if you practiced those beforehand (or even tried to figure it out on the exam), you likely would have gotten it. Overall his exams really made you think hard about the content that you learned, which is arguably more valuable of a skill than, say, memorizing time complexities without understanding WHY they are what they are. This guy gets too much hate.",3
"Max is a good professor, yes his exams are hard to study for but if you throughly study the course content you will be fine on the exams and they likely become questions you think about. 351 is difficult class, I would not say he is the best lecturer but he goes out of his way to aid students that are struggling and guides you in the right direction if you are struggling. Half the people complaining did not go to lecture regularly (where he literally gives out some of the exam answers if you pay attention) or speak to him personally which is not hard to do because he is a cool dude. If these kids had kruskal they might not even hit 30% let alone pass",4
"Max is a fine professor, might not be the best lecturer but his exams are definitely not as hard as people are making it seem. If you studied the course content throughly you would likely come up across some of the stuff we were tested on. most of the people complaining didnt show up to lecture (where he literally gives out exam answers if your paying attention) or try to talk to him personally which is not hard to do because hes a cool guy. he actively goes out of his way to help students that are struggling including me at the beginning of the semester, 351 is a hard class, but the amount of people complaining this semester wouldn't peak at 25% in kruskal let alone pass",3
"Max is a really nice guy but he's a terrible professor and tries to make up for it by trying to seem like our friend. He seems really smart but can't articulate ideas properly. Multiple times, he would try to lecture on a topic, forget/not know how to explain, and then just say forget about it it's not on the exam or to refer to Justin's notes. After the first exam, I stopped going to class altogether because it was completely useless. Furthermore, his handwriting and lecture notes are terrible and therefore impossible to follow. Ultimately, you end up reading Justin's notes to teach yourself all the material. This class was supposed to be cotaught so this shouldn't be an issue. However, despite Max's inability to teach, he wants to be quirky and ask us questions that are not reflective of the material we learn all semester. Though the class is cotaught, the only similarities between Justin and Max are the homeworks, which are common between the two. The problem here is that Max makes his own exams despite using Justin's homework but doesn't give us proper practice so you can't really prepare for Max exams when you are studying. All these issues led to a massive grade discrepancy on each of the midterms between Justin and Max(totaled to about -7-8% of ur final grade if you took Max). He did not release his final averages so I can't really say too much about that but throughout the semester, it was blatant how unfair the class was and how unreceptive Max was overall. This would all be ok if Max decided to account for this discrepancy when setting grade cutoffs at the end of the semester to ""equalize"" a class that is cotaught and should be equalized regardless. However, Max being max dropped grade cutoffs by about 2% meaning that you were at about a 5-6% disadvantage if you took Max vs Justin. Max is a nice guy but do not take him for any class if you care for your GPA at all",1
his exams are so unrelated to lecture materials,1
"Funny guy. Was ""co teaching"" with Justin. We had the same homework as Justin. However, instead of making the exams have a connection to the homework, like Justin's exams, Max wanted to be different the entire semester, resulting in lower exam averages, especially comparing to Justin students.",0
"Trying to accurately reflect on CMSC351 with Max is a challenging endeavor.  It'd be far too easy to say something like ""Max not Justin despite coteaching, therefore bad.""  I don't think it's that simple, especially since I already don't have the highest opinion of Justin for CMSC351.

First things first, lectures.  Currently, Max just doesn't pull off taking notes live during lecture like Justin does.  He often spends a lot of time during lecture just on taking notes, presumably from his own reference.  This takes away time he could be using to properly work through examples, since he is fairly unclear and/or makes mistakes on some of the examples in lecture.  I don't think Max is experienced enough with the material to pull off live note-taking without sacrificing something else about the lecture.  I think lectures would be much better if he mainly used slides for introducing material, and worked out examples live to emphasize the major takeaways.  Max certainly has the energy to be a good lecturer, but the lectures this semester weren't great.  It doesn't help Max's case that he was out for many lectures where one of the head TAs, Lana, took over, and honestly I thought she was a much better lecturer.

Next, the inconsistency with Justin.  I could whine about exams here, but I'll save that for a bit.  My main issue with inconsistency actually comes with the different notions Justin and Max used for a few of the algorithms.  Two notably come to mind: Dijkstra's and Floyd's.  In a cotaught class, even if the exams are different, I believe that the content taught across the two sections should be the same at the very least.  With Dijkstra's, Justin's notes, lectures, and psuedocode were very clear about how the algorithm should be interpreted in the context of the class, which is done to get everyone on the same page when doing Dijkstra's algorithm problems on homework and exams.  Max's students needed to know Justin's interpretation because we had Justin's homework throughout the course.  It was very clear that Justin's interpretation of the algorithm records the shortest path between the start node and every other node reachable in the graph, whereas Max's interpretation has the algorithm stop upon reaching a destination node.  I actually brought this up, which Max agreed with me, and both interpretations were made acceptable for that problem on exam 3.  Something in the same vein happened with Floyd's algorithm, where Justin's interpretation had a ""Pass By"" for each node in the graph, where Max's was something completely different.  This wasn't the worst thing in the world, because the Floyd's algorithm problem on Max's final was explicit in exactly what it wanted (shortest paths of every node to every node where the maximum number of edges on each path is 2).  However, the sentiment is the same.  Something related to this point is that Max's section did not cover shortest path algorithm, but covered bucket sort where Justin didn't... for some reason...

Alright, now it's time for exams.  Simply put, these exams were very experimental, and they did not work with Justin's grade weights of 1/6 homework, 1/6 per semester exam, and 1/3 final.  The first exam was structured very similarly to a Justin exam, except with a Leetcode easy at the end.  Oddly enough, this was the only exam I got an A on, despite the fact that I'm typically horrendous at Leetcode.  Regardless, people were vocal about despising it, so Max changed the exam structure entirely for the following exams.  Each of the following exams had a few Justin-style ""run through the algorithm"" questions, but were majorly based on more theoretical questions which I turned out to be terrible at.  Exam 2 had 30% of its score determined by 6 multiple choice questions, and some of the questions were poorly written and/or relied on knowing niche facts before you could even come close to a valid response.  Exam 3 was mostly fine, but two questions in particular emphasized memory, which isn't something we really practiced in class in any capacity.  The final was mostly fine, but a few of the questions were weighted a crazy amount, and there were a fair amount of gotchas with small, but significant point reductions throughout the exam.  I did not clutch up on the final, and I screwed up so much compared to how I wanted to do that I only qualified for an A- with a small unknown curve.  I'll take it, but at the same time I wanted to do better in this course, but I didn't know how to prepare for the exams.  I'll accept that this is a pretty big skill issue, since the exam distributions throughout the semester were honestly pretty high for both professors (Justin's were typically a few points higher on the mean, with exam 3 having an 8 percent mean disparity, but Max's averages weren't bad).  However, I also don't think this class structure was setting most people up for success, and it didn't seem that we were given much leeway while Max was figuring out what he wanted his exams to be like.  It's honestly a shame, because I can see what Max was going for with the exams.  But they simply don't work with the grade weights we were given, and after exam 1, they were mostly independent from Justin's homework which we had to do throughout the semester.

I'm conflicted.  I want to give Max a higher rating, because I genuinely believe that this class wasn't designed to hurt the students.  Max may have some amount of arrogance or whatever, but he is genuinely willing to hear you out on issues you may have, especially if you have valid points when it comes to regrades (personal experience).  However, what keeps my rating low is that this run of CMSC351 was just rough.  I feel like a lot of decisions were made just to be made, rather than for the benefit of the students.  In a sense, it was almost like taking two different algorithms classes in the same semester.  For homeworks, we had to be good at Justin-style questions, which tended to be very specific in what they were asking and the answers they wanted.  For exams, we had to be good at Max-style questions, which tended to be far more vague and/or theoretical, but the answers they expected were still very specific.  It was very tiring.",1
"I lowkey didn't mind him. He gave really good hints about what was going to be on the exams and exams were more about knowing the algorithms in a high level than just knowing how to execute them. First exam was bad for me because I didn't go to lectures but after that I started going and he used to tell you everything you might need for an exam. That being said he is a bit disorganized and does go off topic at times. 
The grade overall was curved by 2%.
My fav part of the class: Piazza going crazy after each exam lol",3
"Max is great, nothing more to say. The class is not difficult, and Max is one of the most personable professors I've had here. Homeworks and exams are simple and straightforward, and the material isn't hard. Max is an interesting experience, and you will learn the material from his class.",4
"Props on this dude for having a very distinct teaching philosophy lol!! I unfortunately do not vibe with him, which is probably a teller of what kind of brain I have as well (abstract theory maybe isn't my best suite). He's a cool guy that occasionally cusses during lectures, but his teaching style is ultimately sort of disheveled and unclear. Though, I do have to give him credit for telling us what kinds of questions will be on the midterms/finals prior (which was most likely a product of the first exam -- an utter catastrophe went on in the Piazza).",1
"Max does have a bit of an ego and he clearly doesn't care too much for 351, but he's always willing to hear you out and talk through any concerns you may have. I also appreciate his office hours when he's there - he explains things over and over again if you don't listen (ex. I asked him to explain 3-SAT since he hinted it might be on the final and I did not understand it, and he took over 20 minutes to explain it again and again to me and the students who stopped by to listen). His exams are pretty tough and a bit of a shock at first (I bombed the first midterm and spent the rest of the semester dragging my grade back up lol), but looking back, I find that I liked how they were written. It's less repeating what you memorized and more applying what you learned, which I think is very useful.",2
"He was co-teaching with Justin. We used Justin hws and lectures. Only difference Max wrote the exams. The only problem was Max was trying to be different and made the exams something you cant really study for and not have a strong connection with the homeworks. For 351 exams make 85% of the class weight in total, with that in mind, I did really well on the Hws and Justin practice exams, but failed the class because of Maxs stupid ass.",0
Would rather cross a road blindfolded than take a class with him.,0
"Max knows his topics well besides some small mistakes here and there. The class would have been better if Max was more organized, he runs very disorganized day to day, and that trickles down to how he runs his courses. I also would have appreciated in-person office hours with the TAs, and I am sure some others would have appreciated this. I recommend going to practice sessions if you want a better grade in the course. His tests are decently tricky, but he curves the tests and allows those who know the topic well to get ahead. I would take him again, just plan to use either Justin's notes or another source of practice to excel in his class, and plan for somewhat long tangent discussions in class.",3
"Not a bad professor. He is disorganized and tends to ramble sometimes. He does care about his students although it wouldn't hurt him to be more responsive to students who need help in time to apply it to tests. He genuinely knows the content well and uses references to real-life examples to make the class engaging. However, his exams are somewhat hard and worth almost all of the grade. However, he does boost grades significantly and is generous when it comes to rounding off grades. I would take him again, just be prepared to use another source of notes because he isn't the best with releasing timely practice.",3
"Not very good at teaching. Copying most lectures from Justin is one thing but not explaining them well is worse. Added a version of bucket sort to our portions which essentially worked as counting sort to have some differentiation from Justin's course. Midterms were not hard, final was challenging but fair.
Would not recommend because it's a coin flip on whether exams will be easy or hard and whether you'll understand anything very well. The guy often pauses during his lectures and says ""I'm kind of butchering this explanation"" or something along those lines. Being self aware does not help us.",2
"Chill guy, has a passion for his subject.",4
"Very knowledgable and has genuine curiosity for data science. His lectures are a little scattered brained and he could take a little more time to review the technical parts more in depth, but overall he keeps the material entertaining and relevant. His quizzes test critical thinking, not a multiple choice memorization style. Gives a lot of opportunities to make up points, but is maybe too lenient on standards. He needs to use the ELMS platform more effectively, he just throws everything into files instead of building the modules and assignment pages.",4
Super easy class. You can use your phone and cheat on all quizzes. Nobody cares. Easiest A and no studying required.,4
"He is pretty knowledgeable but explains almost every concept very poorly (almost like he's forcing himself to use bigger words than he should). The class was very disorganized: we were told there would be about 8 projects and 2 in-class assignments (basically quizzes), but it ended up only being 5 homeworks and 1 in-class assignment—take this as you will. 
Not only are his lectures hard to understand, but he also prides himself on making EXTREMELY DIFFICULT EXAMS that are often very vague or open-ended, in all the wrong ways. He masquerades this by claiming that it's better to truly know the content deeply while making questions somehow subjective (which does the opposite btw) and by claiming that it'll be helpful in the workforce. 
The only reedamble parts of this class and the professor overall are that the homeworks were generally pretty easy and that he is a nice guy at heart. 
Overall, since he doesn't teach you how to use Python, pandas, or SQL but basically all homeworks regard these, I wouldn't recommend unless (1) you really want to take this class, (2) think you can success in spite of everything I've said, or (3) LOVE DATA SCIENCE.",1
"Pretty polarizing.

This review is coming from the perspective of someone who also had Max for 351, so there will be many comparisons. But overall honestly, I think Max has the potential to get somewhat better over time, though this semester was kinda scuffed.

Max always said in class that he was more interested in data science than algorithms, but I was somewhat doubtful about whether taking 320 with Max would actually be better. Turns out it is... kind of. This class in general is much easier than CMSC351, so that's one thing for starters. There's a large buffer for your grade in 46% of assignments in the final grade. As the review below mentions, there were many more planned assignments, and they never happened: which wasn't that surprising, given that two (or really one tbh) of the assignments were extremely long.

Tests are hit or miss. Coming from 351, there are basically no ""Justin"" questions (it's almost all Max-y, but there are some questions that are much more direct and less abstract). The first test was highly curved due to poor writing, and honestly, this is something I disliked more than anything besides the abstractness (I honestly found their abstract nature fun at points). Questions are purposely vague, and likely to make you think, but it makes it really easy to misread or gauge a question's intent incorrectly.

Now, onto what I think could get better. The 1st assignment was writing... which was fairly useless, and Max realized this for next semester. The second assignment was fairly standard pandas/SQL stuff, but the 3rd assignment is where it got interesting. The 3rd assignment is honestly the best assignment in CS I've gotten ever, which I'm surprised I'm saying. It is VERY messy and very unclear, but that's partially the point, it is honestly the best way to learn stuff, and honestly reminded me of my past work/personal project experience. Probably the best assignment to actually learn, even if it was unforgiving and took forever.

I really wish the next 2 assignments had this caliber, but they were quite mundane. I know some people might think I'm crazy for suggesting that he add more assignments like HW3, but I honestly think assignments like those are probably the best way to genuinely learn about data science. 

Another problem with the homework was that ending concepts didn't really have that much focus in the last assignments, but I also realized that it would have been hard to create interesting homework based on those concepts.

Extra credit was quite scuffed this semester. Max initially made it 0.01% of the final grade, and just to put into reference how small this was: 3 notes was supposed to be 0.01%, and he changed it to be 0.05% PER NOTE. That's a 15x change, and frankly, it goes to show how little it was worth (and people thus didn't care much). Again, I do think this will hopefully get better with time.

Max's teaching style is sort of like how he was in 351, though he definitely was generally more knowledgeable about the concepts he was teaching (definitely not perfect though). It seems he didn't really care enough to make coherent slides, which led to really vague and hard-to-understand slideshows if you didn't attend the lecture. I think this is probably the most iffy point I have on Max that prevents me from giving him a higher rating because while I do think he will probably change the extra credit system/assignments, I am not sure if he will improve his teaching.

Overall though, I'd say Max is a slight upgrade from how he was in 351. As I said, comparatively to 351, this class is nowhere near as hard, though still somewhat poorly managed. Yet, there are some slight shimmers of something great, that makes the class somewhat valuable: maybe not for everyone, but definitely to some.",2
